Text,Numerical Rating
"“Unlike genuine pollutants, carbon dioxide (CO2) is an odorless, colorless gas.",1
[CO2] is also a greenhouse gas which helps maintain earth at a habitable temperature.,3
"But observations, such as those on our CO2 Coalition website, show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius (1.8 degrees Fahrenheit)",1
"With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.",3
"“Global warming and climate change, even if it is 100% caused by humans, is so slow that it cannot be observed by anyone in their lifetime.",1
Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past.,3
Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past.,1
"If a major hurricane is approaching with a predicted storm surge of 10-14 feet, are you really going to worry about a sea level rise of 1 inch per decade?”",3
"[…]until we develop a practical, cost-competitive alternative to fossil fuels, it is unlikely that renewable energy will ever make up more than 15-20% of global energy requirements.",3
"“The most famous of these studies, published in 2010 by Paul Kench and Arthur Webb of the South Pacific Applied Geoscience Commission in Fiji, showed that of 27 Pacific islands, 14% lost area.",1
“It seems self-evident that rising sea levels will reduce land area.,3
“suggest that residents are fleeing atolls swiftly sinking into the sea.,3
President Hilda Heine has told reporters that longtime residents are leaving the Marshall Islands because climate change is threatening the nation’s existence.”,3
"Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away.",3
"“In 2009, then-British Prime Minister Gordon Brown predicted that the world had only 50 days to save the planet from global warming.",3
"(In technical lingo, the so-called social cost of carbon would be negative.)”",1
"…obsessing about climate change is avoiding a frank discussion about the here-and-now problems of budget deficits, the federal debt, school choice, entitlement reform, and so on.",1
Global warming is driving major melting on the surface of Greenland’s glaciers and is speeding up their travel into the sea.”,3
"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",3
"Ice cap is disappearing far more rapidly than previously estimated, and is part of a long-term trend, new research shows",3
"“During ice ages, caused by wobbles in the Earth’s orbit, sea levels dropped more than 400 feet as ice piled up on land.",3
"Through decades of research, it has become clear that human civilization, roughly 6,000 years old, developed during an unusually stable period for global sea levels.",3
by that I mean the central Arctic will be ice-free.,3
People tend to think of an ice-free Arctic in summer in terms of it merely being a symbol of global change.,3
“Underneath the permafrost there are sediments full of methane hydrates.,3
