Text,Textual Rating,Numerical Rating,Review Publisher,FactCheck URL,Claim Date,Claimant,Original article URL (Huimei and Samyak),Original text (Huimei and Samyak),Original article URL Notes (Huimei and Samyak),Notes for Video (Huimei and Samyak),errors
"A UK council will place electronic gates on key roads in a city, confining residents to their neighbourhoods as part of a climate lockdown.",False,1,Australian Associated Press,https://www.aap.com.au/factcheck/misinformation-drives-viral-posts-on-oxford-traffic-plan/,2022-12-09T00:00:00Z,Facebook posts,https://archive.ph/ewOQp,Under the new scheme if residents want to leave their zone they will need permission from the Council who gets to decide who is worthy of freedom and who isn’t.,.,,
Prime Minister Anthony Albanese has committed Australian taxpayers to $2 trillion per year in climate change payments.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/2-trillion-climate-fund-claim-a-red-hot-lie/,2022-11-23T00:00:00Z,Facebook post,https://www.facebook.com/EuripidesRex/posts/pfbid037FrB7e3QyQL9F2ucFF1EE15ZCBQ9nG9dyK4PtSFu1p9SgVoocWuytfa7D4d58zLEl,"So, in the next 3 years of Labor Socialist Infamy, the Taxpayer will pay 6 trillion Dollars, for no return to the Taxpayer!!",.,,
Climate activists have vowed to slaughter millions of dogs.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/dog-slaughter-claim-is-barking-mad/,2022-11-28T00:00:00Z,Facebook posts,https://thepeoplesvoice.tv/climate-activists-vow-to-slaughter-million-of-dogs-to-reduce-carbon-pawprint/,.,.,,
Scientists have never proved that human emissions of carbon dioxide drive global warming.,Misleading,2,Australian Associated Press,https://www.aap.com.au/factcheck/geologist-misleads-with-climate-change-proof-claim/,2022-10-18T00:00:00Z,Professor Ian Plimer,https://www-media.aap.com.au/wp-content/uploads/2022/11/01091352/cpac1.jpg,No one has ever proven that human emissions of carbon dioxide drive global warming.,.,,
US billionaire George Soros attended the UN’s COP26 climate summit in 2021.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/soros-climate-summit-conspiracy-a-case-of-mistaken-identity/,2022-09-12T00:00:00Z,Pat Mesiti,https://www.facebook.com/patmesiti/posts/1674320239635779/,"Charles and the ""great reset"" and the King's connection to the World Economic forum",video,,
The majority of scientists in the 1970s supported the global cooling hypothesis.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/scientists-never-warmed-to-the-idea-of-global-cooling/,2022-08-10T00:00:00Z,Facebook post,https://www.facebook.com/ian.dixon2/posts/pfbid02wPrkVfZYEmQKfmv7US4FVDfvZmjnTkgVz6nXb6wdDxeE1RxKpfvU8aSiTY6ZXwdfl,The Global Cooling hypothesis was supported by the majority of scientists in the 1970’s,.,,
Humans are responsible for just three per cent of atmospheric CO2.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/new-mps-climate-change-sums-dont-add-up/,2022-08-03T00:00:00Z,Colin Boyce MP,https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F25974%2F0180%22,"To put that in a mathematical equation, according to the IPCC, man is responsible for three per cent of that 0.04 per cent.",.,,
"Zali Steggall's climate change bill required emissions targets to be set by an unelected commission, which could override elected officials.",Mostly False,1,Australian Associated Press,https://www.aap.com.au/factcheck/near-net-zero-truth-in-wilsons-climate-bill-claim/,2022-05-03T00:00:00Z,Tim Wilson,https://www.aap.com.au/factcheck/near-net-zero-truth-in-wilsons-climate-bill-claim/,"the bill: sets a target of achieving net zero emissions by 31 December 2050; establishes the Climate Change Commission (the commission) and provides for its functions, powers, membership and staffing",.,,
The Morrison government cut climate spending by 35 per cent in the 2022 federal budget.,Mostly True,3,Australian Associated Press,https://www.aap.com.au/factcheck/did-the-budget-include-a-35-per-cent-cut-to-climate-spending/,2022-03-29T00:00:00Z,Adam Bandt,https://web.archive.org/web/20220413041223/https://twitter.com/AdamBandt/status/1509086422263037954,"The Budget gives coal, oil and gas corporations more than $37b, but climate spending is cut by 35%.",.,,
There is no evidence carbon dioxide directly causes any change in the climate.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/senator-blowing-hot-air-with-climate-science-denial/,,Senator Malcolm Roberts,https://archive.is/9VLO5,There is no empirical evidence that directly links CO2 as the direct cause of any change in climate.,.,,
"An image shows the HAARP research facility, which is the cause of climate change.",False,1,Australian Associated Press,https://www.aap.com.au/factcheck/russian-woodpecker-photo-used-to-haarp-on-conspiracy-theories/,2021-08-02T00:00:00Z,Social media post,https://archive.ph/Z7VXp,The Cabal play with the ionosphere 24/7 creating multiple weather systems which are not natural. THEY ARE THE CAUSE. NOT YOU !,.,,
Labor's Mark Butler claims the coalition government cut funding for two key climate change adaptation projects and ignored the issue in major reports.,Somewhat True,2,Australian Associated Press,https://www.aap.com.au/factcheck/has-the-australian-government-axed-key-climate-adaptation-projects/,2021-01-25T00:00:00Z,Labor MP Mark Butler,https://www.abc.net.au/news/2021-01-25/climate-adaptation-resilience-net-zero-australia-sussan-ley/13088500,"They cut funding for significant adaptation work at CSIRO, completely de-funded the National Climate Change Adaptation Research Facility and produced a new National Disaster Risk Reduction Framework that fails to take climate change seriously.",.,,
"A Facebook post suggests Australia's public broadcaster, the Australian Broadcasting Corporation, predicted that New York City would be underwater due to climate change by 2015.",False,1,Australian Associated Press,https://www.aap.com.au/factcheck/no-the-abc-didnt-predict-new-york-would-be-underwater-by-2015/,2020-12-30T00:00:00Z,Get Our ABC Back Facebook page,https://archive.vn/HCA5q,FLASHBACK: ABC’s ’08 Prediction: NYC Under Water from Climate Change by June 2015.,image,,
Average global temperatures have fallen over the past 12 months (from 20 Dec 2019 to 20 Dec 2020) despite C02 levels rising.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/craig-kelly-year-of-global-cooling-claim-a-load-of-hot-air/,2020-12-21T00:00:00Z,Liberal MP Craig Kelly,https://archive.is/0rCOK,average global temperatures have fallen 0.5°C over the past 12 months.,image,,
National Party deputy leader Senator Bridget McKenzie claims Australians had taken to renewables “with open arms” and her government should be congratulated for its costed climate change policy.,False,1,Australian Associated Press,https://www.aap.com.au/factcheck/,2019-05-05T00:00:00Z,National Party deputy leader Senator Bridget McKenzie,https://twitter.com/SkyNewsAust/status/1124977542912299008,Congratulating ourselves to renewables with open arms every second person got solar panels on the roof.,video,01’53,
Fact check/Has Ryan Zinke changed his position on climate change.,False,1,Ballotpedia,https://ballotpedia.org/Fact_check/Has_Ryan_Zinke_changed_his_position_on_climate_change,,Tim Murphy,https://www.motherjones.com/politics/2016/12/ryan-zinke-donald-trump-climate-change/,Trump’s Interior Nominee Was for Climate Action Before He Was Against It,.,,
"Fact check/China, India, and the Paris Climate Agreement.",Mixed,2,Ballotpedia,"https://ballotpedia.org/Fact_check/China,_India,_and_the_Paris_Climate_Agreement",,Scott Pruitt,https://www.foxnews.com/politics/epa-head-pruitt-paris-climate-change-agreement-all-hat-and-no-cattle,…while China and India take no steps,video,03'23,
"Video shows IAS officer speaking about decolonising the climate movement in Glasgow, UK.",Misleading,2,BOOM Fact Check,https://www.boomlive.in/fact-check/vijay-singh-ias-officer-vijay-prashad-glasgow-climate-movement-cop26-fact-check-20926,2023-02-02T08:55:37Z,"Facebook, Twitter users",https://www.facebook.com/inspiringyoungindian/posts/3051663325096755/,"Most daring speech of an Indian official on an international platform exposing the hypocrisy of western colonialists! Grand salute to Vijay Singh, IAS.
 
 https://www.boomlive.in/fact-check/vijay-singh-ias-officer-vijay-prashad-glasgow-climate-movement-cop26-fact-check-20926",video,,
Video shows Swedish climate activist Greta Thunberg staging her detention by German police.,False,1,BOOM Fact Check,https://www.boomlive.in/fact-check/greta-thunberg-climate-activist-german-police-detention-staged-protest-coal-mine-expansion-20797,2023-01-20T07:06:51Z,"Facebook posts, Twitter posts",https://www.facebook.com/lawsonott/posts/pfbid02TGtpp4WBsSCytyueHb84d3ff8uq1jRVWXDcosamVJ1VY8zXesAK4ucGd1WAiDuUAl,Beware the false narrative coming out of the media and government... #GretaThunberg arrest is fake,video,,
Climate change is not real as Arctic circle was warmer than present 6000 years ago.,False,1,BOOM Fact Check,https://www.boomlive.in/world/fake-news-arctic-circle-ice-study-climate-change-17861,2022-05-13T07:44:36Z,"Watts Up with That?, social media posts",https://perma.cc/3Y72-7DU5?type=image,"Arctic Was Much Warmer 6000 Years Ago
 
 https://www.boomlive.in/world/fake-news-arctic-circle-ice-study-climate-change-17861",.,,
Map shows a majority of United States will be submerged in 30 years if climate change is not reversed.,False,1,BOOM Fact Check,https://www.boomlive.in/world/fake-news-climate-change-map-usa-submerged-water-digital-art-15477,2021-11-08T08:42:10Z,Posts on Facebook and Twitter,https://archive.md/sh5RK,"Scientists say this map represents the US in 30 years if we don't reverse climate change
 
 https://www.boomlive.in/world/fake-news-climate-change-map-usa-submerged-water-digital-art-15477",image,,
Greta Thunberg's Message To PM Modi On Climate Crisis,True ,3,BOOM Fact Check,https://www.boomlive.in/did-greta-thunberg-address-pm-modi-over-the-climate-change-crisis/,2019-09-26T15:40:08Z,Social Media,https://twitter.com/AudaciousQuest/status/1177178816252436482?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1177180898808213504%7Ctwgr%5E127cea3befeb014f9ed7720bbe1b0974edf14ddc%7Ctwcon%5Es2_&ref_url=https%3A%2F%2Fwww.boomlive.in%2Fdid-greta-thunberg-address-pm-modi-over-the-climate-change-crisis%2F,"Dear Mr Modi, not just talking,u need to take action against climate crisis. If u go on talking about n bragging about little victories,u r going to fail. If u fail, u r going 2 b seen as 1 of d worst villains in human history in future",video,,
The cost to the economy at this time would be close to $3 trillion in lost GDP,Not Knowable,2,CBS News,https://www.cbsnews.com/news/trump-paris-climate-agreement-speech-fact-check/,2017-06-01T00:00:00Z,Donald Trump,https://www.cbsnews.com/news/trump-paris-agreement-pull-out-riles-europe-thrills-nationalists/,.,video,,
"China will be able to increase these emissions by a staggering number of years, 13",Not Knowable,2,CBS News,https://www.cbsnews.com/news/trump-paris-climate-agreement-speech-fact-check/,2017-06-01T00:00:00Z,Donald Trump,https://trumpwhitehouse.archives.gov/briefings-statements/statement-president-trump-paris-climate-accord/,.,video,,
absolutely tremendous economic progress since Election Day...more than a million private-sector jobs,True with a big caveat,2,CBS News,https://www.cbsnews.com/news/trump-paris-climate-agreement-speech-fact-check/,2017-06-01T00:00:00Z,Donald Trump,https://trumpwhitehouse.archives.gov/briefings-statements/statement-president-trump-paris-climate-accord/,.,video,,
India will be allowed to double its coal production by 2020,Not Knowable,2,CBS News,https://www.cbsnews.com/news/trump-paris-climate-agreement-speech-fact-check/,2017-06-01T00:00:00Z,Donald Trump,https://trumpwhitehouse.archives.gov/briefings-statements/statement-president-trump-paris-climate-accord/,.,video,,
only produce a two-tenths of one degree -- think of that; this much -- Celsius reduction in global temperature,False,1,CBS News,https://www.cbsnews.com/news/trump-paris-climate-agreement-speech-fact-check/,2017-06-01T00:00:00Z,Donald Trump,https://trumpwhitehouse.archives.gov/briefings-statements/statement-president-trump-paris-climate-accord/,.,video,,
"Politico reported that businessman Vivek Ramswamy called climate change a ""hoax.""",False,1,Check Your Fact,https://checkyourfact.com/2023/08/24/fact-check-ramaswamy-climate-change/,2023-08-23T00:00:00Z,Politico,https://www.politico.com/news/2023/08/23/candidates-clash-over-climate-change-00112637,"I’m the only candidate on stage who isn’t bought and paid for, so I can say this — the climate change agenda is a hoax",video,,
"Pope Francis said alcoholics, autistic and disabled people should be euthanized to 'fight climate change'",False,1,Check Your Fact,https://checkyourfact.com/2023/08/04/fact-check-pope-francis-alcoholics-climate-change/,2023-08-01T00:00:00Z,Post,https://thepeoplesvoice.tv/pope-francis-says-alcoholics-autistic-and-disabled-people-should-be-euthanized-to-fight-climate-change/,.,.,,
The World Economic Forum has purportedly declared humans must eat feces and drink urine to fight climate change,False,1,Check Your Fact,https://checkyourfact.com/2023/07/17/fact-check-wef-feces-urine-climate-change/,2023-06-29T00:00:00Z,Post,https://thepeoplesvoice.tv/wef-declares-humans-must-eat-feces-and-drink-urine-to-fight-climate-change/,.,.,,
The Guardian published an article claiming the climate emergency is real because June is “normally one of the 12 coldest months of the year.” ,False,1,Check Your Fact,https://checkyourfact.com/2023/06/14/fact-check-guardian-hot-weather-june/,2023-06-12T00:00:00Z,Viral Image,https://twitter.com/Walkabout24/status/1668212879080714240/photo/1,"Hot weather in June, normally one of the 12 coldest months of the year: further proof that the Climate Emergency is real.",image,,
Twitter CEO Elon Musk allegedly banned climate activist Greta Thunberg from the social media platform,False,1,Check Your Fact,https://checkyourfact.com/2023/03/13/fact-check-musk-thunberg-twitter/,2023-03-09T00:00:00Z,Post,https://twitter.com/elonmusk/status/1608925381545037824?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1608925381545037824%7Ctwgr%5E5a92d4e714156e89d7c272ab0f5868c86c950e9d%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fd-21478101251851948930.ampproject.net%2F2312191621000%2Fframe.html,,This post is no longer available. (The link is an opposite claim),,
purports 20-year-old climate activist Greta Thunberg was allegedly arrested in Germany and the arrest was staged,False,1,Check Your Fact,https://checkyourfact.com/2023/01/23/fact-check-greta-thunberg-arrested-germany/,2023-01-17T00:00:00Z,Video,https://www.facebook.com/sally.lopemancorbett/posts/pfbid02hQX1wFzGUtKEfhEA9aVd9QF6tMxDFuKHGyyz8aAXTTMqx14jcmrvyUm917cbEs4Zl,Greta is an actress! It was all staged! I saw 3 different reports on this.,video,,
